key,rank,score,title,year,doi,venue,type,authors,found_via,providers,parent_keys,unresolved
doi:10.1080/08853134.1994.10753995,121,0.000000,<i>Sales Thchnology Applications</i> : The Impact of Electronic Data Interchange on the Sales Function,1994,10.1080/08853134.1994.10753995,Journal of Personal Selling and Sales Management,article,"Hill, Ned C.; Swenson, Michael J.",backward,crossref|openalex,doi:10.1080/08853134.2001.10754267|doi:10.1080/08853134.2002.10754306,0
doi:10.1080/08853134.1996.10754045,122,0.000000,"“Sales Technology Applications: Exploring Group Support Systems in Sales Management Applications,”",1996,10.1080/08853134.1996.10754045,Journal of Personal Selling & Sales Management,,Dishman Paul,backward,crossref,doi:10.1080/08853134.2001.10754267,0
doi:10.1080/08853134.1999.10754172,123,0.000000,<i>Sales Technology Applications</i> : The Acquisition and Use of Sales Force Automation by Mid-Sized Manufacturers,1999,10.1080/08853134.1999.10754172,Journal of Personal Selling and Sales Management,article,"Rivers, L. Mark; Dart, Jack",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.011|doi:10.1016/j.indmarman.2004.09.012|doi:10.1016/j.indmarman.2004.09.014|doi:10.1016/j.indmarman.2004.09.015|doi:10.1016/j.indmarman.2004.09.016|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.indmarman.2004.09.021|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.jbusres.2004.07.010|doi:10.1016/j.technovation.2004.01.012|doi:10.1080/08853134.2001.10754267|doi:10.1080/08853134.2002.10754303|doi:10.1080/08853134.2002.10754306|doi:10.1080/08853134.2004.10749040|doi:10.1108/imds-11-2013-0480|doi:10.1108/jbim-01-2015-0001|doi:10.1300/j366v06n02_06|doi:10.2753/mtp1069-6679190204,0
doi:10.1080/08853134.2001.10754267,124,0.000000,An Exploratory Study of Sales Force Automation Practices: Expectations and Realities,2001,10.1080/08853134.2001.10754267,Journal of Personal Selling and Sales Management,article,"Erffmeyer, Robert C.; Johnson, Dale A.",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.011|doi:10.1016/j.indmarman.2004.09.014|doi:10.1016/j.indmarman.2004.09.016|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.indmarman.2004.09.020|doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.technovation.2004.01.012|doi:10.1080/08853134.2002.10754303|doi:10.1080/08853134.2002.10754306|doi:10.1080/08853134.2004.10749039|doi:10.1080/08853134.2004.10749040|doi:10.1080/08853134.2005.10749061|doi:10.1080/08853134.2013.870184|doi:10.1108/02634500410542752|doi:10.1108/08858620510576766|doi:10.1108/08858620710722824|doi:10.1108/jsit-09-2014-0068|doi:10.1111/j.1468-2370.2006.00128.x|doi:10.1300/j366v06n02_06|doi:10.19030/jabr.v20i3.2219,0
doi:10.1080/08853134.2002.10754303,125,0.000000,Factors Leading to Sales Force Automation Use: A Longitudinal Analysis,2002,10.1080/08853134.2002.10754303,Journal of Personal Selling and Sales Management,article,"Jones, Eli; Sundaram, Suresh; Chin, Wynne W.",backward,crossref|openalex,doi:10.1007/s11747-009-0157-x|doi:10.1016/j.bushor.2013.06.002|doi:10.1016/j.ijresmar.2007.09.003|doi:10.1016/j.indmarman.2004.09.012|doi:10.1016/j.indmarman.2004.09.013|doi:10.1016/j.indmarman.2004.09.015|doi:10.1016/j.indmarman.2004.09.016|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.indmarman.2004.09.020|doi:10.1016/j.indmarman.2004.09.021|doi:10.1016/j.indmarman.2005.10.002|doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2009.12.010|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.indmarman.2015.12.002|doi:10.1016/j.jbusres.2007.04.007|doi:10.1080/08853134.2004.10749039|doi:10.1080/08853134.2004.10749040|doi:10.1080/08853134.2005.10749061|doi:10.1080/08853134.2005.10749068|doi:10.1108/08858620510576766|doi:10.1108/08858620710722824|doi:10.1108/jrim-04-2015-0027|doi:10.1108/jrim-12-2014-0075|doi:10.1300/j366v06n02_06|doi:10.2753/mtp1069-6679140101|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134330303,0
doi:10.1080/08853134.2002.10754306,126,0.000000,Infusing Technology into Personal Selling,2002,10.1080/08853134.2002.10754306,Journal of Personal Selling and Sales Management,article,"Widmier, Scott; Jackson, Donald W.; McCabe, Deborah Brown",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.011|doi:10.1016/j.indmarman.2004.09.012|doi:10.1016/j.indmarman.2004.09.015|doi:10.1016/j.indmarman.2004.09.016|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.indmarman.2004.09.020|doi:10.1016/j.indmarman.2009.11.003|doi:10.1080/08853134.2004.10749040|doi:10.1080/08853134.2005.10749061|doi:10.1108/08858620510576766|doi:10.1108/08858620710722824|doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-12-2014-0075|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134280205|doi:10.2753/pss0885-3134280401|doi:10.2753/pss0885-3134290203|doi:10.2753/pss0885-3134320305|doi:10.2753/pss0885-3134330303,0
doi:10.1080/08853134.2004.10749033,127,0.000000,"Sales Force Involvement in CRM Information Systems: Participation, Support, and Focus",2004,10.1080/08853134.2004.10749033,Journal of Personal Selling and Sales Management,article,"Pass, Michael W.; Evans, Kenneth R.; Schlacter, John L.",backward,crossref|openalex,doi:10.1016/j.indmarman.2013.08.005,0
doi:10.1080/08853134.2004.10749038,128,0.000000,Customer Relationship Management Implementation Gaps,2004,10.1080/08853134.2004.10749038,Journal of Personal Selling and Sales Management,article,"Zablah, Alex R.; Bellenger, Danny N.; Johnston, Wesley J.",backward,crossref|openalex,doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.reimke.2015.07.001,0
doi:10.1080/08853134.2004.10749039,129,0.000000,Effect of Technology on Sales Performance: Progressing from Technology Acceptance to Technology Usage and Consequence,2004,10.1080/08853134.2004.10749039,Journal of Personal Selling and Sales Management,article,"Ahearne, Michael; Narasimhan, S.; Weinstein, Luke",backward,crossref|openalex,doi:10.1016/j.bushor.2013.06.002|doi:10.1016/j.ijresmar.2007.09.003|doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2009.12.010|doi:10.1016/j.indmarman.2013.08.005|doi:10.1016/j.indmarman.2014.06.013|doi:10.1080/08853134.2013.870184|doi:10.1080/1051712x.2011.574252|doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-04-2015-0027|doi:10.1108/jrim-12-2014-0075|doi:10.1111/j.1468-2370.2006.00128.x|doi:10.1300/j366v06n02_06|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134290203,0
doi:10.1080/08853134.2004.10749040,130,0.000000,Sales Force Automation and Sales Performance: Do Experience and Expertise Matter?,2004,10.1080/08853134.2004.10749040,Journal of Personal Selling and Sales Management,article,"Ko, Dong‐Gil; Dennis, Alan R.",backward,crossref|openalex,doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2014.06.013|doi:10.1108/jbim-01-2015-0001|doi:10.1300/j366v06n02_06|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134320307,0
doi:10.1080/08853134.2005.10749057,131,0.000000,CRM in Sales-Intensive Organizations: A Review and Future Directions,2005,10.1080/08853134.2005.10749057,Journal of Personal Selling and Sales Management,article,"Tanner, John F.; Ahearne, Michael; Leigh, Thomas W.; Mason, Charlotte H.; Moncrief, William C.",backward,crossref|openalex,doi:10.1016/j.ijresmar.2007.09.003|doi:10.1016/j.im.2012.09.005|doi:10.1016/j.indmarman.2013.08.005|doi:10.1080/08853134.2004.10749039|doi:10.1080/08853134.2017.1386110|doi:10.1080/1051712x.2011.574252|doi:10.1108/ijrdm-11-2014-0159|doi:10.1108/jrim-12-2014-0075|doi:10.2753/mtp1069-6679190204,0
doi:10.1080/08853134.2005.10749061,132,0.000000,A Compendium of Sales-Related Literature in Customer Relationship Management: Processes and Technologies with Managerial Implications,2005,10.1080/08853134.2005.10749061,Journal of Personal Selling and Sales Management,article,"Landry, Timothy D.; Arnold, Todd J.; Arndt, Aaron D.",backward,crossref|openalex,doi:10.1016/j.indmarman.2009.11.003|doi:10.1108/jsit-09-2014-0068|doi:10.2753/mtp1069-6679190204,0
doi:10.1080/08853134.2005.10749068,133,0.000000,"Enhancing Customer-Needs–Driven CRM Strategies: Core Selling Teams, Knowledge Management Competence, and Relationship Marketing Competence",2005,10.1080/08853134.2005.10749068,Journal of Personal Selling and Sales Management,article,"Arnett, Dennis B.; Badrinarayanan, Vishag",backward,openalex,doi:10.2753/pss0885-3134290202,0
doi:10.1080/08853134.2013.870184,134,0.000000,Examining impacts of technostress on the professional salesperson's behavioural performance,2014,10.1080/08853134.2013.870184,Journal of Personal Selling and Sales Management,article,"Tarafdar, Monideepa; Pullins, Ellen Bolman; Ragu‐Nathan, T. S.",backward,crossref|openalex,doi:10.1108/jbim-01-2015-0001,0
doi:10.1080/08853134.2017.1352449,135,0.000000,Macro sales force research,2017,10.1080/08853134.2017.1352449,Journal of Personal Selling and Sales Management,article,"Cron, William L.",backward,crossref|openalex,doi:10.1080/08853134.2018.1557525,0
doi:10.1080/08853134.2017.1386110,136,0.000000,Are sales as we know it dying … or merely transforming?,2017,10.1080/08853134.2017.1386110,Journal of Personal Selling and Sales Management,article,"Moncrief, William C.",backward,openalex,doi:10.7903/cmr.19970,0
doi:10.1080/08853134.2018.1441718,137,0.000000,Hybrid sales structures in the age of e-commerce,2018,10.1080/08853134.2018.1441718,Journal of Personal Selling and Sales Management,article,"Thaichon, Park; Surachartkumtonkun, Jiraporn; Quach, Sara; Weaven, Scott; Palmatier, Robert W.",backward,crossref|openalex,doi:10.1080/08853134.2018.1557525,0
doi:10.1080/08853134.2018.1557525,138,0.000000,"Sales profession and professionals in the age of digitization and artificial intelligence technologies: concepts, priorities, and questions",2019,10.1080/08853134.2018.1557525,Journal of Personal Selling and Sales Management,article,"Singh, Jagdip; Flaherty, Karen; Sohi, Ravipreet S.; Deeter‐Schmelz, Dawn R.; Habel, Johannes; Meunier‐FitzHugh, Kenneth Le; Malshe, Avinash; Mullins, Ryan; Onyemah, Vincent",backward,crossref|openalex,doi:10.1007/s11747-019-00696-0|doi:10.1016/j.bushor.2020.01.003|doi:10.1108/jbim-10-2018-0295,0
doi:10.1080/08874417.2001.11647013,139,0.000000,Customer Relationship Management: An Analysis Framework and Implementation Strategies,2001,10.1080/08874417.2001.11647013,Journal of Computer Information Systems,article,"Ling, Raymond Rihao; Yen, David C.",backward,crossref|openalex,doi:10.1016/j.jbusres.2006.05.011|doi:10.1080/09652540701726793|doi:10.1080/14783360701350961|doi:10.1108/14637150710721177,0
doi:10.1080/08874417.2007.11645991,140,0.000000,"User Assessment of Personal Digital Assistants Used in Pharmaceutical Detailing: System Features, Usefulness and Ease of Use",2007,10.1080/08874417.2007.11645991,Journal of Computer Information Systems,article,"Shim, Sung J.; Viswanathan, Viswa",backward,crossref|openalex,doi:10.1016/j.indmarman.2014.06.013,0
doi:10.1080/08956308.2018.1495962,141,0.000000,Substitute or Synthesis: The Interplay between Human and Artificial Intelligence,2018,10.1080/08956308.2018.1495962,Research-Technology Management,article,"Lichtenthaler, Ulrich",backward,crossref|openalex,doi:10.1177/1350508419855714,0
doi:10.1080/08985620500096711,142,0.000000,Are Scottish firms meeting the ICT challenge? Results from a National Survey of Enterprise,2005,10.1080/08985620500096711,Entrepreneurship and Regional Development,article,"Haugh, Helen; Robson, Paul",backward,crossref|openalex,doi:10.1177/0266242609102276,0
doi:10.1080/09537287.2019.1631458,143,0.000000,Business intelligence and analytics value creation in Industry 4.0: a multiple case study in manufacturing medium enterprises,2019,10.1080/09537287.2019.1631458,Production Planning & Control,article,"Bordeleau, Fanny-Ève; Mosconi, Elaine; Santa-Eulália, Luis Antonio de",backward,crossref|openalex,doi:10.1007/s10479-020-03683-9,0
doi:10.1080/09537287.2019.1631468,144,0.000000,Moving towards digitalization: a multiple case study in manufacturing,2019,10.1080/09537287.2019.1631468,Production Planning & Control,article,"Zangiacomi, Andrea; Pessot, Elena; Fornasiero, Rosanna; Bertetti, Massimiliano; Sacco, Marco",backward,crossref|openalex,doi:10.1007/s10479-020-03683-9,0
doi:10.1080/09652540701726793,145,0.000000,The strategic value of CRM: a technology adoption perspective,2007,10.1080/09652540701726793,Journal of Strategic Marketing,article,"Richard, James; Thirkell, Peter; Huff, Sid L.",backward,crossref|openalex,doi:10.1108/14637151211232641|doi:10.1108/jsbed-01-2012-0013,0
doi:10.1080/09652540802619301,146,0.000000,Customer relationship management strategic application and organizational effectiveness: an empirical investigation,2009,10.1080/09652540802619301,Journal of Strategic Marketing,article,"Elmuti, Dean; Jia, Heather H.; Gray, Dane",backward,crossref|openalex,doi:10.1108/jeim-11-2012-0078|doi:10.1108/jsbed-01-2012-0013,0
doi:10.1080/0965254x.2013.876069,147,0.000000,CRM to social CRM: the integration of new technologies into customer relationship management,2014,10.1080/0965254x.2013.876069,Journal of Strategic Marketing,article,"Choudhury, Musfiq Mannan; Harrigan, Paul",backward,crossref|openalex,doi:10.1016/j.indmarman.2019.12.005|doi:10.1016/j.indmarman.2021.08.006|doi:10.1108/jibr-09-2019-0284,0
doi:10.1080/1051712x.2011.574252,148,0.000000,Customer Relationship Management (CRM)'s Impact on B to B Sales Professionals' Collaboration and Sales Performance,2011,10.1080/1051712x.2011.574252,Journal of Business-to-Business Marketing,article,"Rodríguez, Michael; Honeycutt, Earl D.",backward,crossref|openalex,doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-12-2014-0075,0
doi:10.1080/10696679.2002.11501915,149,0.000000,The Impacts of Computer Use on Marketing Operations,2002,10.1080/10696679.2002.11501915,The Journal of Marketing Theory and Practice,article,"Stone, Robert W.; Good, David J.",backward,crossref|openalex,doi:10.1016/j.indmarman.2005.10.002,0
doi:10.1080/12460125.2016.1187403,150,0.000000,Introducing data driven practices into sales environments: examining the impact of data visualisation on user engagement and sales results,2016,10.1080/12460125.2016.1187403,Journal of Decision System,article,"Magee, Barry; Sammon, David; Nagle, Tadhg; O’Raghallaigh, Paidi",backward,openalex,doi:10.1515/itms-2017-0018,0
doi:10.1080/12460125.2018.1468697,151,0.000000,Challenges for digital transformation – towards a conceptual decision support guide for managers,2018,10.1080/12460125.2018.1468697,Journal of Decision System,article,"Heavin, Ciara; Power, Daniel",backward,crossref|openalex,doi:10.1080/09537287.2019.1631468,0
doi:10.1080/14783360701350961,152,0.000000,An Examination of Customer Relationship Management (CRM) Technology Adoption and its Impact on Business-to-Business Customer Relationships,2007,10.1080/14783360701350961,Total Quality Management & Business Excellence,article,"Richard, James; Thirkell, Peter; Huff, Sid L.",backward,openalex,doi:10.1504/ijecrm.2008.019570,0
doi:10.1080/15332667.2019.1664870,153,0.000000,Adoption of Ubiquitous Customer Relationship Management (uCRM) in Enterprise: Leadership Support and Technological Competence as Moderators,2019,10.1080/15332667.2019.1664870,Journal of Relationship Marketing,article,"Chatterjee, Sheshadri; Ghosh, Soumya K.; Chaudhuri, Ranjan",backward,crossref|openalex,doi:10.1108/bl-08-2020-0057,0
doi:10.1080/713775725,154,0.000000,Customer relationship management in financial services: towards information-enabled relationship marketing,2001,10.1080/713775725,Journal of Strategic Marketing,article,"Ryals, Lynette; Payne, Adrian",backward,crossref|openalex,doi:10.1016/j.indmarman.2019.12.005|doi:10.1080/08853134.2004.10749038|doi:10.1080/09652540701726793|doi:10.1108/14637150710721177,0
doi:10.1086/705716,155,0.000000,Robots and Jobs: Evidence from US Labor Markets,2019,10.1086/705716,Journal of Political Economy,article,"Acemoğlu, Daron; Restrepo, Pascual",backward,openalex,doi:10.1016/j.tourman.2019.02.006,0
doi:10.1108/00251749910302854,156,0.000000,The impact of IT on marketing: an evaluation,1999,10.1108/00251749910302854,Management Decision,article,"Brady, Mairead; Saren, Michael; Tzokas, Nikolaos",backward,crossref|openalex,doi:10.1016/j.technovation.2004.01.012,0
doi:10.1108/01443570010339172,157,0.000000,Impact of business type upon the adoption of quick response technologies – The apparel industry experience,2000,10.1108/01443570010339172,International Journal of Operations & Production Management,article,"Ko, Eunju; Kincade, Doris H.; Brown, James R.",backward,crossref|openalex,doi:10.1016/j.jbusres.2006.05.011,0
doi:10.1108/02634500010308549,158,0.000000,Beyond relationship marketing: technologicalship marketing,2000,10.1108/02634500010308549,Marketing Intelligence & Planning,article,"Zineldin, Mosad",backward,crossref|openalex,doi:10.1108/02634500410542752,0
doi:10.1108/02634500410542752,159,0.000000,Technology integration,2004,10.1108/02634500410542752,Marketing Intelligence & Planning,article,"Larpsiri, Ravipa; Speece, Mark",backward,crossref|openalex,doi:10.1111/j.1468-2370.2006.00128.x,0
doi:10.1108/02634500910955254,160,0.000000,The adoption of techno‐relationship innovations,2009,10.1108/02634500910955254,Marketing Intelligence & Planning,article,"Sophonthummapharn, Kittipong",backward,crossref|openalex,doi:10.1108/jeim-11-2012-0078|doi:10.1108/jsbed-01-2012-0013,0
doi:10.1108/02634509010002035,161,0.000000,Using IT in Marketing: Some Evidence from the InsuranceIndustry,1990,10.1108/02634509010002035,Marketing Intelligence & Planning,article,"Watkins, Trevor",backward,openalex,doi:10.1080/02642069700000032,0
doi:10.1108/02635570210445871,162,0.000000,Adopting customer relationship management technology,2002,10.1108/02635570210445871,Industrial Management & Data Systems,article,"Xu, Yurong; Yen, David C.; Lin, Binshan; Chou, David C.",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.jbusres.2006.05.011|doi:10.1016/j.reimke.2015.07.001|doi:10.1108/jsit-09-2014-0068,0
doi:10.1108/03090569310039705,163,0.000000,An Integrated Model of Organizational Adoption andDiffusion of Innovations,1993,10.1108/03090569310039705,European Journal of Marketing,article,"Frambach, R.T.",backward,crossref|openalex,doi:10.1016/j.indmarman.2005.10.002|doi:10.1016/s0737-6782(98)00044-7|doi:10.1080/09652540701726793|doi:10.1111/1540-5885.1630295|doi:10.17705/1cais.01430,0
doi:10.1108/08858620010311548,164,0.000000,The impact of computerization on marketing performance,2000,10.1108/08858620010311548,Journal of Business and Industrial Marketing,article,"Good, David J.; Stone, Robert W.",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.020|doi:10.1016/j.indmarman.2005.10.002|doi:10.1016/j.technovation.2004.01.012|doi:10.1080/10696679.2002.11501915|doi:10.1108/08858620710722824,0
doi:10.1108/08858620010335083,165,0.000000,"Sales force automation usage, effectiveness, and cost‐benefit in Germany, England and the United States",2000,10.1108/08858620010335083,Journal of Business and Industrial Marketing,article,"Engle, Robert L.; Barnes, Michael L.",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.014|doi:10.1016/j.indmarman.2004.09.015|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.technovation.2004.01.012|doi:10.1057/palgrave.dbm.3250034|doi:10.1080/08853134.2004.10749039|doi:10.1080/08853134.2004.10749040|doi:10.1080/08853134.2005.10749061|doi:10.1080/08874417.2007.11645991|doi:10.1108/02634500410542752|doi:10.1108/08858620510576766|doi:10.1108/08858620710722824|doi:10.1108/jbim-01-2015-0001|doi:10.1111/j.1468-2370.2006.00128.x|doi:10.1504/ijmc.2005.007025|doi:10.1504/ijmc.2007.011488|doi:10.19030/jabr.v20i3.2219|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134280401|doi:10.2753/pss0885-3134290203|doi:10.2753/pss0885-3134320307,0
doi:10.1108/08858620510576766,166,0.000000,"Salesforce automation, perceived information accuracy and user satisfaction",2005,10.1108/08858620510576766,Journal of Business and Industrial Marketing,article,"Gohmann, Stephan F.; Barker, Robert M.; Faulds, David J.; Guan, Jian",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.014|doi:10.1300/j366v06n02_06,0
doi:10.1108/08858620710722824,167,0.000000,The extent of technology usage and salespeople: an exploratory investigation,2007,10.1108/08858620710722824,Journal of Business and Industrial Marketing,article,"Sénécal, Sylvain; Pullins, Ellen Bolman; Buehrer, Richard E.",backward,crossref|openalex,doi:10.1080/08853134.2013.870184|doi:10.1108/jbim-01-2015-0001,0
doi:10.1108/08858629710188036,168,0.000000,Salesforce automation and the adoption of technological innovations by salespeople: theory and implications,1997,10.1108/08858629710188036,Journal of Business and Industrial Marketing,article,"Parthasarathy, Madhavan; Sohi, Ravipreet S.",backward,crossref|openalex,doi:10.1007/978-3-319-10951-0_231|doi:10.1016/j.indmarman.2004.09.012|doi:10.1016/j.indmarman.2004.09.013|doi:10.1016/j.indmarman.2004.09.015|doi:10.1016/j.indmarman.2004.09.016|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.indmarman.2004.09.020|doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2009.12.010|doi:10.1016/j.indmarman.2013.08.005|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.indmarman.2015.12.002|doi:10.1016/j.jbusres.2004.07.010|doi:10.1016/j.technovation.2004.01.012|doi:10.1016/s0148-2963(00)00159-4|doi:10.1080/08853134.2001.10754267|doi:10.1080/08853134.2002.10754303|doi:10.1080/08853134.2002.10754306|doi:10.1080/08853134.2004.10749033|doi:10.1080/08853134.2004.10749038|doi:10.1080/08853134.2004.10749039|doi:10.1108/02634500410542752|doi:10.1108/08858620010335083|doi:10.1108/08858620510576766|doi:10.1108/08858620710722824|doi:10.1108/jsit-09-2014-0068|doi:10.1111/j.1468-2370.2006.00128.x|doi:10.1300/j366v06n02_06|doi:10.1504/ijmc.2005.007025|doi:10.1504/ijmc.2007.011488|doi:10.19030/jabr.v20i3.2219|doi:10.2753/mtp1069-6679140101|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134280401|doi:10.2753/pss0885-3134290203|doi:10.2753/pss0885-3134330303,0
doi:10.1108/08858629710188045,169,0.000000,"Salesforce automation issues prior to implementation: the relationship between attitudes toward technology, experience and productivity",1997,10.1108/08858629710188045,Journal of Business and Industrial Marketing,article,"Keillor, Bruce D.; Bashaw, R. Edward; Pettijohn, Charles E.",backward,crossref|openalex,doi:10.1007/978-3-319-10951-0_231|doi:10.1007/978-3-319-11927-4_62|doi:10.1016/j.ijresmar.2007.09.003|doi:10.1016/j.indmarman.2004.09.011|doi:10.1016/j.indmarman.2004.09.012|doi:10.1016/j.indmarman.2004.09.014|doi:10.1016/j.indmarman.2004.09.015|doi:10.1016/j.indmarman.2004.09.016|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.indmarman.2004.09.020|doi:10.1016/j.indmarman.2004.09.021|doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2009.12.010|doi:10.1016/j.jbusres.2004.07.010|doi:10.1016/j.technovation.2004.01.012|doi:10.1016/s0148-2963(00)00159-4|doi:10.1080/08853134.2001.10754267|doi:10.1080/08853134.2002.10754303|doi:10.1080/08853134.2002.10754306|doi:10.1080/08853134.2004.10749040|doi:10.1080/08874417.2007.11645991|doi:10.1108/02634500410542752|doi:10.1108/08858620010335083|doi:10.1108/08858620510576766|doi:10.1108/08858620710722824|doi:10.1108/jsit-09-2014-0068|doi:10.1111/j.1468-2370.2006.00128.x|doi:10.19030/jabr.v20i3.2219|doi:10.2753/mtp1069-6679140101|doi:10.2753/pss0885-3134280205|doi:10.2753/pss0885-3134280401|doi:10.2753/pss0885-3134290203|doi:10.2753/pss0885-3134330303,0
doi:10.1108/10878571111161507,170,0.000000,From social media to social customer relationship management,2011,10.1108/10878571111161507,Strategy and Leadership,article,"Baird, Carolyn Heller; Parasnis, Gautam",backward,crossref|openalex,doi:10.1016/j.indmarman.2017.06.012|doi:10.1080/0965254x.2013.876069,0
doi:10.1108/13522750210443191,171,0.000000,Customer relationship management systems: implementation risks and relationship dynamics,2002,10.1108/13522750210443191,Qualitative Market Research An International Journal,article,"Corner, Ian; Hinton, Matthew",backward,crossref|openalex,doi:10.1080/09652540701726793,0
doi:10.1108/14637150210428934,172,0.000000,Ubiquitous organization: organizational design for e‐CRM,2002,10.1108/14637150210428934,Business Process Management Journal,article,"Kotorov, Radoslav P.",backward,openalex,oa:W1583056480,0
doi:10.1108/14637150310496703,173,0.000000,Strategic issues in customer relationship management (CRM) implementation,2003,10.1108/14637150310496703,Business Process Management Journal,article,"Bull, Christopher",backward,crossref|openalex,doi:10.1016/j.indmarman.2021.08.006|doi:10.1057/palgrave.dbm.3250034|doi:10.1108/14637150710721177|doi:10.1108/jeim-11-2012-0078|doi:10.1108/jsbed-01-2012-0013,0
doi:10.1108/14637150710721177,174,0.000000,An exploratory study of implementation of customer relationship management strategy,2007,10.1108/14637150710721177,Business Process Management Journal,article,"Osarenkhoe, Aihie; Bennani, Az‐Eddine",backward,crossref|openalex,doi:10.1080/09652540802619301,0
doi:10.1108/14637151211232641,175,0.000000,Adoption of CRM technology in multichannel environment: a review (2006‐2010),2012,10.1108/14637151211232641,Business Process Management Journal,article,"Awasthi, Preety; Sangle, Purnima S.",backward,crossref|openalex,doi:10.1108/bl-02-2019-0069,0
doi:10.1108/17410380810888094,176,0.000000,Integrated production machines and systems – beyond lean manufacturing,2008,10.1108/17410380810888094,Journal of Manufacturing Technology Management,article,"Pham, Duc Truong; Pham, P. T. N.; Thomas, Andrew",seed,seed,,0
doi:10.1108/17557501111132136,177,0.000000,The impact of technology on evolving roles of salespeople,2011,10.1108/17557501111132136,Journal of Historical Research in Marketing,article,"Christ, Paul; Anderson, Rolph E.",backward,crossref|openalex,doi:10.1016/j.indmarman.2015.12.002|doi:10.2753/pss0885-3134320305,0
doi:10.1108/bl-02-2019-0069,178,0.000000,Are CRM systems ready for AI integration?,2019,10.1108/bl-02-2019-0069,The Bottom Line Managing Library Finances,article,"Chatterjee, Sheshadri; Ghosh, Soumya K.; Chaudhuri, Ranjan; Nguyen, Bang",backward,crossref|openalex,doi:10.1108/bl-08-2020-0057|doi:10.1108/bpmj-05-2019-0183,0
doi:10.1108/bl-03-2020-0022,179,0.000000,Artificial intelligence (AI) in strategic marketing decision-making: a research agenda,2020,10.1108/bl-03-2020-0022,The Bottom Line Managing Library Finances,article,"Stone, Merlin; Aravopoulou, Eleni; Ekinci, Yüksel; Evans, Geraint; Hobbs, Matt; Labib, Ashraf; Laughlin, Paul; Machtynger, Jon; Machtynger, Liz",backward,crossref|openalex,doi:10.1108/bl-08-2020-0057,0
doi:10.1108/bl-08-2017-0024,180,0.000000,How platforms are transforming customer information management,2017,10.1108/bl-08-2017-0024,The Bottom Line Managing Library Finances,article,"Stone, Merlin; Aravopoulou, Eleni; Gerardi, Gherardo; Todeva, Emanuela; Weinzierl, Luisa; Laughlin, Paul; Stott, Ryan",backward,crossref|openalex,doi:10.1108/bl-03-2020-0022|doi:10.1108/bpmj-05-2019-0183,0
doi:10.1108/bl-08-2020-0057,181,0.000000,Adoption of artificial intelligence integrated CRM system: an empirical study of Indian organizations,2020,10.1108/bl-08-2020-0057,The Bottom Line Managing Library Finances,article,"Chatterjee, Sheshadri; Nguyen, Bang; Ghosh, Soumya K.; Bhattacharjee, Kalyan Kumar; Chaudhuri, Sumana",backward,crossref|openalex,doi:10.1016/j.indmarman.2021.08.006,0
